"Student_ID","First_Name","Last_Name","Email","Gender","Age","Department","Attendance","Midterm_Score","Final_Score","Assignments_Avg","Quizzes_Avg","Participation_Score","Projects_Score","Total_Score","Grade","Study_Hours_per_Week","Extracurricular_Activities","Internet_Access_at_Home","Parent_Education_Level","Family_Income_Level","Stress_Level","Sleep_Hours_per_Night","Pass_Fail"
"S3580","Emma","Davis","student2580@university.com","Female",19,"Business",62.67,59.96,94.31,63.98,80.02,2.11,58.52,91.71,"A",19.6,"No","Yes","Bachelor's","Low",3,4,"Pass"
"S3581","Omar","Brown","student2581@university.com","Female",23,"CS",90.91,83.54,63.73,82.85,76.06,1.21,69.07,75.06,"B",27.8,"Yes","Yes","Master's","High",6,7.3,"Pass"
"S3582","Sara","Williams","student2582@university.com","Female",22,"CS",99.29,74.79,73.85,77.02,67.81,5.2,94.39,81,"A",29.3,"No","Yes","Master's","Medium",1,4.7,"Pass"
"S3583","Emma","Smith","student2583@university.com","Male",21,"CS",62.82,48.74,93.54,71.17,94.14,0.95,50.77,57.53,"B",25.5,"No","No","None","Medium",5,6.7,"Pass"
"S3586","Emma","Williams","student2586@university.com","Male",18,"Business",81.01,63.42,83.07,91.07,76.87,1.68,70.89,74.12,"F",22.7,"Yes","Yes","Master's","High",10,8.3,"Fail"
"S3588","Sara","Davis","student2588@university.com","Male",18,"CS",62.61,70.41,41.39,77.03,82.59,3.43,99.55,51.74,"B",28.2,"No","Yes","PhD","High",2,5.4,"Pass"
"S3590","Sara","Jones","student2590@university.com","Male",20,"Engineering",74.62,51.35,90.46,91.44,62.84,7.95,54.84,98,"B",14.3,"No","Yes","Master's","High",6,4.4,"Pass"
"S3591","Sara","Johnson","student2591@university.com","Female",24,"CS",54.27,96.79,84.78,76.59,92.85,9.93,92.68,85.01,"D",13.5,"No","Yes","Master's","High",7,5.7,"Fail"
"S3592","Omar","Brown","student2592@university.com","Male",19,"CS",63.09,60.57,56.8,53.42,82.88,5.29,56.71,59.43,"F",18.9,"No","Yes","High School","Low",7,4.9,"Fail"
"S3593","Maria","Williams","student2593@university.com","Male",23,"Engineering",56.3,58.01,78.39,78.3,92.91,5.75,62.86,68.19,"C",17.3,"No","Yes","None","High",5,9,"Pass"
"S3595","Liam","Johnson","student2595@university.com","Male",19,"CS",55.31,88.33,67.04,77.01,81.85,4,62.8,85.13,"F",10.2,"No","No","Master's","Medium",6,8.1,"Fail"
"S3596","John","Smith","student2596@university.com","Female",22,"CS",97.7,62.71,62.95,82.36,85.71,5.56,87.25,92.1,"A",24.9,"No","Yes","Master's","High",3,4.8,"Pass"
"S3597","Ahmed","Davis","student2597@university.com","Male",24,"CS",63.93,84.81,94.82,82.24,69.17,3.79,72.38,54.13,"D",15.8,"Yes","Yes","None","Low",5,5.5,"Fail"
"S3598","John","Jones","student2598@university.com","Female",21,"Mathematics",72.19,93.02,54.05,83.68,90.61,5.46,87.99,82.83,"B",7.5,"Yes","Yes","Master's","Low",3,7.1,"Pass"
"S3599","John","Williams","student2599@university.com","Female",21,"CS",94.93,86.01,74.66,83.96,50.13,0.81,61.62,73.84,"A",7.1,"No","Yes","Master's","High",6,4.9,"Pass"
"S3600","Emma","Smith","student2600@university.com","Female",18,"Engineering",83.87,42.05,61.66,55.46,79.75,7.84,70.98,79.88,"A",11,"Yes","No","High School","Low",4,6.5,"Pass"
"S3601","Ali","Brown","student2601@university.com","Male",22,"CS",80.9,89.64,79.78,59.59,80.68,9.85,65.91,75.43,"F",18.8,"No","Yes","Bachelor's","Low",9,8.7,"Fail"
"S3602","Emma","Davis","student2602@university.com","Male",18,"Engineering",85.28,86.47,73.87,81.53,76.69,0.66,62.45,72.53,"A",8.7,"No","Yes","PhD","Medium",2,8.7,"Pass"
"S3606","Liam","Brown","student2606@university.com","Female",18,"CS",94.5,65.87,85.98,59.58,66.79,6.93,76.66,52.23,"A",26.5,"No","Yes","Bachelor's","Medium",10,8.9,"Pass"
"S3608","Sara","Williams","student2608@university.com","Male",21,"Engineering",63.86,67.65,49.95,75.04,66.66,4.63,75.17,51.25,"F",7.1,"No","Yes","High School","Medium",5,5,"Fail"
"S3609","Maria","Davis","student2609@university.com","Male",24,"Mathematics",94,42.79,70.2,63.32,73.7,0.01,99.81,78.13,"A",8.5,"No","Yes","None","Medium",2,8.2,"Pass"
"S3611","Liam","Brown","student2611@university.com","Female",23,"Engineering",95.31,75.21,42.69,51.75,91.92,4.62,85.17,71.88,"B",20.7,"Yes","No","None","High",6,7.2,"Pass"
"S3612","Sara","Jones","student2612@university.com","Female",19,"Mathematics",52.01,58.58,57.5,51.85,74.17,9.15,65.68,99.01,"D",7.6,"No","No","High School","Medium",4,8.2,"Fail"
"S3613","Maria","Jones","student2613@university.com","Male",22,"Business",69.88,81.12,88.57,54.75,66.16,7.2,73.58,50.49,"D",6.1,"No","No","Master's","Medium",3,5.5,"Fail"
"S3615","Maria","Smith","student2615@university.com","Female",24,"Business",62.48,65.23,42.12,93.19,84.44,3.55,84.26,83.66,"C",17,"No","Yes","Bachelor's","Medium",9,4.3,"Pass"
"S3617","Omar","Davis","student2617@university.com","Male",24,"Engineering",97.7,44.79,78.35,51.7,70.71,7.25,87.41,78.04,"A",24.8,"Yes","Yes","High School","Low",7,4.7,"Pass"
"S3619","Omar","Williams","student2619@university.com","Female",23,"CS",78.18,89.71,89.64,92.77,64.7,5.59,70.18,61.14,"A",9.8,"No","Yes","Master's","High",4,5.3,"Pass"
"S3622","Maria","Brown","student2622@university.com","Female",19,"Engineering",88.79,58.31,94.94,57.94,67.63,7.72,53.48,68.83,"A",20.8,"No","No","PhD","Low",3,7.9,"Pass"
"S3624","Maria","Davis","student2624@university.com","Male",22,"Engineering",99.11,89.9,54.1,82.41,79.17,9.7,77.24,64.19,"A",25.1,"Yes","Yes","High School","Medium",4,6.6,"Pass"
"S3625","Emma","Smith","student2625@university.com","Female",24,"CS",84.28,59.78,79.68,98.38,58.8,2.39,82.63,64.66,"B",27.3,"No","No","Master's","Medium",9,7.4,"Pass"
"S3626","Sara","Johnson","student2626@university.com","Male",23,"CS",98.77,75.56,74.4,83.91,68.87,4.48,71.26,66.34,"B",29.9,"No","No","Bachelor's","Low",10,5.6,"Pass"
"S3627","Emma","Davis","student2627@university.com","Female",22,"Engineering",52.87,48.34,60.11,99.24,63.46,0.23,75.01,82.05,"D",13.6,"Yes","Yes","Master's","Low",7,5.3,"Fail"
"S3629","Omar","Johnson","student2629@university.com","Male",18,"CS",72.57,99.93,63.89,94.89,92.52,3.82,75.6,75.53,"A",26.6,"Yes","Yes","High School","High",6,5.8,"Pass"
"S3630","John","Smith","student2630@university.com","Male",18,"CS",69.24,49.53,57.47,60.25,81.67,2.5,54.52,80.52,"A",16.6,"Yes","No","PhD","High",5,5.2,"Pass"
"S3632","Ali","Johnson","student2632@university.com","Female",23,"CS",58.03,89.46,79.08,85.13,83.45,4.28,60.22,99.98,"C",6.2,"No","Yes","High School","Low",10,7.1,"Pass"
"S3633","Maria","Johnson","student2633@university.com","Female",21,"Business",98.8,98.33,66.45,68.57,51.5,4.14,76.69,72.83,"A",14.9,"No","Yes","High School","Low",1,7.9,"Pass"
"S3637","Sara","Davis","student2637@university.com","Male",18,"CS",78.97,83.48,45.14,78.63,63.02,3.36,60.39,78.66,"C",21.2,"No","Yes","PhD","High",1,6.7,"Pass"
"S3638","Emma","Williams","student2638@university.com","Male",22,"CS",52.93,78.65,56.09,64.97,76.6,4.65,51.85,94.2,"C",14.2,"No","Yes","PhD","Low",3,8,"Pass"
"S3640","Omar","Smith","student2640@university.com","Male",22,"Business",87.29,87.47,72.86,65.62,96.76,1.93,71.64,84.79,"A",12.2,"Yes","Yes","None","Low",10,6.3,"Pass"
"S3641","Maria","Smith","student2641@university.com","Female",24,"Engineering",59.33,57.95,86.43,76.75,92.71,6.08,61.82,73.32,"D",20.2,"No","Yes","Master's","Low",8,5.9,"Fail"
"S3645","John","Johnson","student2645@university.com","Male",21,"Engineering",71.87,55.79,99.09,59.61,90.19,0.74,82,73.72,"A",10.9,"Yes","Yes","High School","Medium",7,4.9,"Pass"
"S3648","Omar","Brown","student2648@university.com","Female",18,"Engineering",84.95,87.55,75.91,78.83,89.39,9.93,50.79,96.46,"F",5.4,"No","Yes","High School","High",8,4.5,"Fail"
"S3649","Emma","Williams","student2649@university.com","Female",20,"Business",54.51,66.57,47.77,77.42,52.56,6.31,53.4,77.18,"C",10.7,"Yes","No","None","High",8,6.8,"Pass"
"S3650","Maria","Davis","student2650@university.com","Female",23,"Engineering",94.42,83.47,83.34,63.69,53.79,2.44,86.11,69.76,"A",12.1,"No","No","High School","Medium",10,7.8,"Pass"
"S3652","Liam","Brown","student2652@university.com","Male",19,"Engineering",55.25,60.45,70.42,94.45,95.74,0.41,99.33,78.01,"C",27.2,"Yes","Yes","None","Medium",9,6.1,"Pass"
"S3654","Omar","Davis","student2654@university.com","Female",22,"Engineering",64.88,81.01,66.64,70.86,55.01,6.8,59.17,61.33,"A",6.6,"Yes","Yes","High School","Low",4,8.5,"Pass"
"S3657","Liam","Jones","student2657@university.com","Male",21,"Engineering",70.43,80.98,83.04,50.98,93.49,4.02,67.02,56.96,"D",9.4,"Yes","Yes","None","Low",2,4.5,"Fail"
"S3658","John","Williams","student2658@university.com","Male",19,"Engineering",81.49,63.07,92.6,60.53,89.46,3.54,96.05,65.92,"D",22.5,"Yes","Yes","Master's","Medium",5,8.2,"Fail"
"S3660","Sara","Williams","student2660@university.com","Male",18,"CS",91.84,49.74,87.16,78.45,51.09,1.83,76.56,51.84,"A",19.1,"No","Yes","Master's","Low",10,7.4,"Pass"
"S3661","Emma","Brown","student2661@university.com","Female",19,"Mathematics",85.83,93.03,40.83,82.27,76.72,9.53,66.74,91.66,"A",15.2,"Yes","Yes","High School","Medium",2,5.7,"Pass"
"S3662","Sara","Johnson","student2662@university.com","Female",23,"Engineering",67.51,60.54,94.71,57.99,99.86,7.29,67.3,81.05,"A",14,"No","No","None","Medium",4,8.3,"Pass"
"S3663","John","Brown","student2663@university.com","Male",18,"CS",86.72,47.5,56.49,66.65,93.94,9.55,62.39,52.02,"A",23,"Yes","Yes","PhD","Low",8,6.9,"Pass"
"S3665","Ahmed","Williams","student2665@university.com","Female",23,"Engineering",54.65,62.56,51.82,90.99,69.32,5.88,51.72,71.3,"C",17.8,"Yes","Yes","None","Low",2,4.1,"Pass"
"S3667","Liam","Davis","student2667@university.com","Female",23,"Business",73.17,65.85,84.96,77.42,86.71,7.11,83.02,95.36,"D",19.6,"Yes","Yes","Bachelor's","Medium",5,5.8,"Fail"
"S3668","Ali","Smith","student2668@university.com","Female",22,"CS",74.9,80.11,78.42,89.15,67.06,0.21,88.86,64.32,"A",22.3,"No","Yes","PhD","Low",2,7.5,"Pass"
"S3670","John","Brown","student2670@university.com","Female",22,"Engineering",65.03,52.57,80.72,83.33,87.36,9.28,50.74,65.49,"B",12.5,"No","Yes","None","Low",3,5.3,"Pass"
"S3675","Ahmed","Williams","student2675@university.com","Male",24,"CS",73.85,99.28,81.64,53.37,74.47,6.98,69.22,73.24,"A",9,"No","Yes","None","Medium",7,7.7,"Pass"
"S3676","Ahmed","Brown","student2676@university.com","Male",24,"CS",67.81,81.47,40.19,52.16,83.67,2.24,57.64,90.61,"B",15.9,"Yes","Yes","Master's","High",5,5.3,"Pass"
"S3677","Emma","Jones","student2677@university.com","Male",22,"Business",74.55,95.89,72.93,84.77,75.27,0.34,87.7,89.6,"F",23.2,"No","Yes","Bachelor's","High",3,6.3,"Fail"
"S3678","Omar","Smith","student2678@university.com","Male",21,"Engineering",96.09,47.08,64.06,97.24,82.42,2.92,60.76,92.77,"A",16.3,"No","Yes","PhD","Medium",8,6.1,"Pass"
"S3679","Omar","Davis","student2679@university.com","Female",23,"Business",74.03,43.68,58.19,88.69,93.37,0.38,66.22,58.05,"A",26.8,"No","Yes","Master's","Low",5,5.3,"Pass"
"S3680","Ali","Johnson","student2680@university.com","Female",19,"Engineering",50.7,58.66,70.94,91.57,80.68,1.41,83.56,79.34,"D",5.1,"No","Yes","None","Medium",6,5.3,"Fail"
"S3681","Omar","Smith","student2681@university.com","Male",20,"CS",71.94,48.2,78.72,77.25,82.98,6.36,50.01,95.74,"C",9.5,"No","No","PhD","Medium",1,8.7,"Pass"
"S3682","Maria","Brown","student2682@university.com","Male",21,"Mathematics",91.03,71.55,97.92,65.23,80.69,7.45,88.31,52.1,"A",20.4,"No","Yes","Master's","Low",3,5.5,"Pass"
"S3684","Emma","Davis","student2684@university.com","Male",21,"Business",75.67,74.5,83.03,85.6,58.6,6,52.58,62.31,"B",11.9,"No","No","Master's","Low",4,5.3,"Pass"
"S3686","Omar","Williams","student2686@university.com","Male",19,"Business",73.25,98.28,63.53,97.34,84.66,3.17,70.42,85.87,"F",13.3,"No","Yes","None","Low",10,5.5,"Fail"
"S3687","Sara","Johnson","student2687@university.com","Male",22,"CS",78.19,92.7,41.95,68.36,71.27,7.13,53.92,96.28,"B",15.3,"Yes","No","Master's","Medium",4,4.9,"Pass"
"S3689","Liam","Brown","student2689@university.com","Female",19,"Business",82.21,60.31,90.9,95.42,87.96,3.49,80.62,92.41,"A",17,"No","Yes","None","High",9,4.6,"Pass"
"S3691","Ahmed","Brown","student2691@university.com","Female",18,"Business",74.57,50.61,67.7,84.87,83.95,5.95,90.67,71.03,"C",18.5,"No","Yes","High School","Low",7,8.3,"Pass"
"S3699","Sara","Johnson","student2699@university.com","Female",21,"CS",52.33,93.41,87.93,83.86,83.62,9.36,87.7,72.27,"D",21.4,"Yes","Yes","None","Medium",2,8,"Fail"
"S3701","John","Davis","student2701@university.com","Male",19,"CS",67.69,60.86,86.29,84.35,89.81,5.66,56.44,54.05,"F",27.5,"No","Yes","Master's","Low",6,6.7,"Fail"
"S3703","Ali","Brown","student2703@university.com","Female",23,"CS",74.71,54.6,61.23,86.69,59.48,5.33,61.71,51.98,"F",15.8,"No","Yes","Master's","High",8,7.5,"Fail"
"S3704","Maria","Davis","student2704@university.com","Male",20,"Business",51.43,45.99,96.01,98.06,63.86,1.48,75.93,56.88,"F",29.3,"No","Yes","None","High",3,7.3,"Fail"
"S3705","Sara","Williams","student2705@university.com","Male",19,"Engineering",80.84,89.03,43.26,72.43,53.96,7.09,63.06,81.67,"D",15.7,"Yes","Yes","None","Medium",4,7.2,"Fail"
"S3706","Ahmed","Jones","student2706@university.com","Male",18,"CS",70.57,45.2,49.16,76.41,97.29,4.93,77.34,88.18,"D",16.5,"No","Yes","Bachelor's","High",10,6.5,"Fail"
"S3707","Sara","Johnson","student2707@university.com","Male",23,"Business",96.09,57.54,65.18,63.19,94.33,6.34,64.41,93.5,"A",12.2,"Yes","Yes","Master's","Medium",5,5.3,"Pass"
"S3709","Maria","Jones","student2709@university.com","Female",23,"Mathematics",85.45,86.88,40.49,52.76,78.7,1.42,68.16,66.64,"A",14.1,"No","Yes","High School","Medium",5,6.6,"Pass"
"S3713","Maria","Smith","student2713@university.com","Male",23,"Business",95.2,64.57,65.41,95.89,62.06,2.41,62.92,74.16,"B",28.3,"No","Yes","PhD","Low",5,5.6,"Pass"
"S3714","Emma","Johnson","student2714@university.com","Female",20,"Engineering",51.69,56.94,71.17,68.4,63.95,6.32,99.27,98.28,"C",24.4,"No","Yes","High School","High",2,8.9,"Pass"
"S3715","Omar","Jones","student2715@university.com","Male",23,"Business",72.38,56.51,49.71,95.85,86.81,0.59,63.09,55.87,"B",6.7,"No","Yes","PhD","Low",2,6.2,"Pass"
"S3716","Sara","Brown","student2716@university.com","Female",18,"CS",83.96,87.87,46.52,71.17,89.03,4.34,88.86,56.66,"B",20.8,"No","Yes","Bachelor's","Low",6,7,"Pass"
"S3717","John","Davis","student2717@university.com","Female",19,"CS",54.76,98.44,57.38,92.74,76.43,5.23,75.47,67.43,"C",19,"No","No","Master's","Low",10,6.5,"Pass"
"S3723","John","Brown","student2723@university.com","Male",21,"Engineering",85.89,87.02,58.42,64.48,76.79,4.46,75.61,61.89,"A",9.8,"No","Yes","High School","Low",7,5.6,"Pass"
"S3724","Ahmed","Jones","student2724@university.com","Male",20,"Engineering",79.05,81.85,45.85,59.32,64.21,9.24,65.97,75.45,"F",28,"No","Yes","High School","Medium",4,8.6,"Fail"
"S3725","Sara","Smith","student2725@university.com","Male",24,"Business",75.03,94.45,93.81,66.8,64.16,7.02,67.85,72.6,"B",21.7,"No","Yes","Master's","Low",9,4.3,"Pass"
"S3727","Ahmed","Davis","student2727@university.com","Male",22,"Business",56.48,87.3,81.86,69.33,97.67,4.73,96.1,86.63,"C",9.8,"Yes","Yes","Master's","Medium",3,7.7,"Pass"
"S3728","Omar","Jones","student2728@university.com","Male",22,"Mathematics",94.8,68.51,67.84,85.62,91.51,4.53,60.57,78.64,"B",22.1,"No","Yes","PhD","Medium",1,5.2,"Pass"
"S3729","Ali","Johnson","student2729@university.com","Female",18,"Business",84.56,58.49,85.39,99.35,55.69,5.31,68.9,79.55,"D",7.4,"Yes","Yes","High School","Low",4,8.2,"Fail"
"S3731","Sara","Jones","student2731@university.com","Male",22,"Business",95.08,70.12,43.23,73.13,84.15,9.08,70.45,69.85,"B",19.3,"Yes","Yes","Bachelor's","Medium",3,4.6,"Pass"
"S3736","Omar","Williams","student2736@university.com","Female",21,"CS",81.83,77.21,83.23,59.1,73.46,1.63,78.47,67.89,"C",24.2,"No","Yes","Master's","Low",2,4.7,"Pass"
"S3737","Sara","Johnson","student2737@university.com","Male",19,"Engineering",57.05,54.38,82.24,68.82,75.03,7.49,69.24,54.93,"D",19.2,"No","Yes","High School","Low",3,5.1,"Fail"
"S3738","Maria","Brown","student2738@university.com","Female",24,"Mathematics",82.48,66.06,82.01,90.93,64.55,5.8,83.26,87.75,"C",20.2,"No","Yes","PhD","Medium",9,6.8,"Pass"
"S3740","Emma","Jones","student2740@university.com","Female",18,"Business",70.6,92.52,60.94,97.88,78.39,9.78,62.4,61.29,"C",5.9,"No","Yes","PhD","Medium",9,4.1,"Pass"
"S3743","Ahmed","Brown","student2743@university.com","Male",21,"Mathematics",60.59,42.47,98.77,52.13,57.37,3.83,76.49,59.58,"F",21.1,"Yes","Yes","None","Medium",10,4.8,"Fail"
"S3744","Ahmed","Williams","student2744@university.com","Male",18,"Business",76.82,80.54,58.74,69.95,50.35,6.66,58.83,99.14,"F",16.1,"No","Yes","Master's","Medium",9,5.9,"Fail"
"S3747","Ali","Brown","student2747@university.com","Male",19,"Engineering",62.38,72.02,85.84,56.71,65.75,4.5,82.66,98.41,"B",11.2,"No","Yes","PhD","Medium",1,4.6,"Pass"
"S3748","Emma","Williams","student2748@university.com","Female",24,"Business",84.26,57.34,77.97,56.24,90.04,2.12,97.26,86.28,"C",22.4,"Yes","Yes","PhD","Medium",7,7.7,"Pass"
"S3751","Ahmed","Smith","student2751@university.com","Male",24,"CS",94.06,89.22,44.69,97.39,58.69,0.37,85.02,63.46,"A",15.1,"Yes","Yes","Master's","High",8,4.9,"Pass"
"S3752","Omar","Johnson","student2752@university.com","Male",24,"Engineering",82.2,58.49,44.18,55.78,69.57,7.65,62.75,63.86,"A",11.8,"Yes","Yes","PhD","Medium",10,7.6,"Pass"
"S3755","Omar","Johnson","student2755@university.com","Male",18,"CS",50.03,90.66,94.37,93.88,99.93,5.73,65.45,80.87,"F",22,"Yes","Yes","High School","Medium",9,8.7,"Fail"
"S3756","Ali","Brown","student2756@university.com","Male",22,"CS",93.27,44.37,68.06,97.94,75.58,7.61,91.47,98.85,"A",21.7,"No","Yes","High School","Medium",3,6.8,"Pass"
"S3760","Emma","Smith","student2760@university.com","Female",18,"Mathematics",83.07,51.65,86.6,75.12,68.58,6.94,81.68,71.35,"C",26.9,"No","Yes","High School","Low",2,4,"Pass"
"S3761","Ali","Jones","student2761@university.com","Female",21,"CS",82.61,61.37,88.94,84.12,98.78,5.11,94.24,98.1,"D",15.9,"Yes","Yes","High School","Low",5,8.2,"Fail"
"S3764","Ali","Brown","student2764@university.com","Male",22,"CS",71.5,60.67,41.16,54.99,96.52,1.2,93.33,95.14,"D",23.4,"No","Yes","PhD","Low",7,5.7,"Fail"
"S3765","Maria","Brown","student2765@university.com","Female",21,"CS",54.86,58.54,54.08,89.93,65.33,2.95,52.54,53.31,"C",12.9,"Yes","Yes","None","Medium",4,6.6,"Pass"
"S3766","Sara","Williams","student2766@university.com","Female",24,"CS",69.48,52.44,75.27,66.72,61.25,4.58,57.71,76.07,"A",6.7,"No","Yes","Master's","High",10,9,"Pass"
"S3767","John","Smith","student2767@university.com","Male",22,"Engineering",50.76,64.54,97.72,68.88,86.5,4.78,55.58,76.44,"F",29,"No","Yes","None","Low",10,5.3,"Fail"
"S3771","Ali","Davis","student2771@university.com","Male",21,"Engineering",53,94.8,80.03,88.79,60.14,4.96,84.35,76.23,"F",26.6,"No","No","None","Medium",9,5.7,"Fail"
"S3772","Liam","Jones","student2772@university.com","Female",19,"Mathematics",61.37,65.71,55.03,87.54,95.67,4.24,96.11,73.19,"D",28.8,"Yes","Yes","High School","Low",10,4.6,"Fail"
"S3773","Maria","Jones","student2773@university.com","Male",19,"Engineering",62.97,62.67,88.79,66.05,87.78,0.48,69.59,97.02,"D",17.7,"No","Yes","PhD","High",2,6.6,"Fail"
"S3776","Ahmed","Williams","student2776@university.com","Female",23,"CS",69.33,81.13,52.06,76.67,56.66,5.83,93.4,50.38,"C",6.8,"No","Yes","PhD","Low",4,5.7,"Pass"
"S3779","Omar","Johnson","student2779@university.com","Male",24,"Engineering",53.97,95.11,51.27,90.85,54.74,8.67,91.11,67.74,"C",27.1,"No","Yes","Bachelor's","Low",3,8,"Pass"
"S3781","Sara","Williams","student2781@university.com","Female",21,"Mathematics",72.24,65.86,81.21,90.08,69.45,3.18,57.22,81.3,"D",5.2,"Yes","Yes","PhD","Low",2,5.4,"Fail"
"S3782","John","Williams","student2782@university.com","Female",19,"CS",86.31,76.82,69.46,90.71,55.19,3.19,81.57,66.43,"A",23.4,"No","Yes","PhD","Medium",5,8.2,"Pass"
"S3783","Emma","Williams","student2783@university.com","Male",21,"Engineering",84.11,67.02,79.64,61.71,93.15,6.57,58.66,70.12,"C",5.2,"Yes","Yes","Master's","Low",10,8.1,"Pass"
"S3784","Emma","Johnson","student2784@university.com","Male",21,"Engineering",56.77,59.31,61.9,85.85,96.13,4.49,72.33,63.66,"D",18.6,"No","Yes","High School","Low",2,8,"Fail"
"S3785","Liam","Brown","student2785@university.com","Female",20,"Mathematics",57.14,44.64,41.68,59.33,74.12,7.77,93.96,67.24,"D",9.5,"Yes","Yes","PhD","Medium",3,7.7,"Fail"
"S3786","Sara","Jones","student2786@university.com","Male",19,"Business",87.77,67.36,98.44,54.65,71.27,3.84,89.47,83.97,"A",20.3,"No","Yes","Master's","Medium",7,8.4,"Pass"
"S3787","Ahmed","Williams","student2787@university.com","Female",19,"Mathematics",86.06,89.1,89.16,78.73,76.95,2.22,78.52,96.12,"A",9.9,"No","Yes","None","Medium",2,7.6,"Pass"
"S3788","Sara","Davis","student2788@university.com","Female",22,"CS",68.9,41.02,44.41,95.43,61.31,2.91,90.44,79.16,"F",17.5,"No","Yes","Bachelor's","Low",4,4.8,"Fail"
"S3789","Maria","Brown","student2789@university.com","Male",24,"Business",53.87,74.93,66.95,51.77,64.9,1.82,57.64,50.5,"D",13.4,"No","Yes","PhD","Low",2,4.2,"Fail"
"S3790","Emma","Davis","student2790@university.com","Male",22,"CS",50.6,92.85,78.1,91.33,55.05,1.98,59.75,63.19,"F",9.6,"Yes","Yes","Master's","Low",8,4.9,"Fail"
"S3791","Ali","Jones","student2791@university.com","Female",18,"CS",64.41,53.05,51.44,75.32,72.32,2.17,60.44,97.61,"B",20.2,"Yes","Yes","PhD","Medium",6,5.8,"Pass"
"S3793","Ahmed","Williams","student2793@university.com","Female",20,"CS",61.5,86.34,72.02,92.17,96.51,7.16,94.55,55.78,"F",28.5,"No","Yes","PhD","High",6,7.8,"Fail"
"S3794","Maria","Williams","student2794@university.com","Female",22,"Mathematics",70.98,55.31,52.5,93.76,86.95,4,78.14,95.42,"A",24.5,"No","Yes","PhD","High",1,7.2,"Pass"
"S3795","Liam","Johnson","student2795@university.com","Female",19,"CS",56.07,51.52,48.47,88.44,86.15,0.23,97.9,98.23,"F",27.9,"No","Yes","High School","High",9,7.6,"Fail"
"S3796","John","Brown","student2796@university.com","Male",18,"Business",55.21,62.68,85.54,92.15,65.4,3.7,86.4,66.23,"D",6.1,"Yes","Yes","PhD","High",9,4.5,"Fail"
"S3797","Maria","Brown","student2797@university.com","Female",20,"CS",94.82,63.55,59.36,58.8,94.41,9.05,78.18,85.05,"A",5.1,"Yes","No","High School","Medium",5,5.6,"Pass"
"S3798","Ali","Williams","student2798@university.com","Female",23,"CS",79.27,92.45,54.64,65.19,97.35,5.11,80.58,78,"C",13.9,"No","Yes","Master's","High",10,6.3,"Pass"
"S3800","Liam","Williams","student2800@university.com","Male",19,"Engineering",67.29,64.36,84.16,87.12,51.94,5.4,54.51,57.67,"B",11.1,"No","Yes","Bachelor's","Low",3,8,"Pass"
"S3802","Maria","Jones","student2802@university.com","Female",21,"Engineering",60.23,97.24,92.35,59.11,82.16,2.02,63.31,96.39,"F",20.2,"No","No","None","Medium",8,4.4,"Fail"
"S3803","Maria","Williams","student2803@university.com","Female",21,"CS",80.92,46.79,81.3,93.95,64.75,2.9,94.74,90.56,"D",8.8,"No","Yes","None","Low",3,7.2,"Fail"
"S3804","Ali","Smith","student2804@university.com","Male",22,"CS",56.48,52.46,60.75,85.29,99.62,7,97.25,66.53,"C",24.2,"No","Yes","Bachelor's","Medium",2,4.7,"Pass"
"S3806","Ahmed","Davis","student2806@university.com","Male",19,"Engineering",96.58,97.44,83.6,56.97,60.83,8.25,96.19,70.3,"A",21,"No","Yes","PhD","Medium",9,7.9,"Pass"
"S3807","Omar","Jones","student2807@university.com","Male",24,"Business",77.74,50.63,52.7,69.95,74.21,5.54,77.34,73.31,"A",28.7,"No","No","Master's","Medium",6,9,"Pass"
"S3808","Ahmed","Jones","student2808@university.com","Female",19,"Business",96.35,48.71,68.13,64.16,66.16,0.85,73.66,88.06,"A",11.2,"Yes","Yes","High School","Medium",2,6.6,"Pass"
"S3809","Maria","Smith","student2809@university.com","Male",22,"CS",66.69,65.27,79.21,50.48,96.2,3.64,91.64,77.15,"F",5.9,"No","Yes","Master's","Medium",2,5.8,"Fail"
"S3813","Liam","Davis","student2813@university.com","Male",20,"Engineering",78.29,43.48,51.95,78.32,54.06,3.89,50.64,84.64,"A",11.7,"No","Yes","Bachelor's","Low",4,8.2,"Pass"
"S3814","Maria","Smith","student2814@university.com","Male",19,"Engineering",96.27,69.11,64.61,69.16,87.84,8.37,81.38,75.41,"B",15.2,"No","Yes","High School","High",10,6.5,"Pass"
"S3816","Maria","Brown","student2816@university.com","Female",20,"CS",85.41,65.61,86.8,85.2,73.7,3.06,86.85,89.47,"B",28.8,"Yes","Yes","Bachelor's","High",1,8.2,"Pass"
"S3819","Emma","Williams","student2819@university.com","Male",24,"CS",75.52,71.92,98.46,74.28,84.76,3.61,85.49,61.78,"D",19.1,"No","No","PhD","High",9,7.4,"Fail"
"S3820","Maria","Davis","student2820@university.com","Female",18,"CS",75.25,62.51,46.47,98.43,96.22,2.44,99.65,95.98,"C",8.1,"No","Yes","None","Medium",9,5,"Pass"
"S3821","John","Smith","student2821@university.com","Male",22,"CS",56.85,63.15,52.41,95.7,83.32,9.43,62.32,62.38,"D",17.7,"No","Yes","Master's","Low",9,5.6,"Fail"
"S3822","Ahmed","Smith","student2822@university.com","Female",24,"CS",60.09,51.7,60.48,77.57,71.59,4.2,77.85,76.58,"F",22.2,"Yes","No","None","Medium",6,5.3,"Fail"
